SS,Mã hàng,Link Form,"Số
vòng dây ",MSKH,TCCL,"Link
TCCL",Tên khách hàng,"Part
Number",Đối tượng gửi dữ liệu,Nguồn dữ liệu,Yêu cầu đặc biệt khi gửi dữ liệu,"Gửi Lot DAI DIEN: ""DD""
Gửi TOAN BO Lot: ""TB""","Gửi dữ
 liệu [M]","Nơi nhận
dữ liệu","Ngoài đối tượng

VD : 736 KH không cho giảm",Nội dung gửi mail,Địa chỉ gửi mail,DUNG LƯỢNG 1 LẦN GỬI
RS4F5WA74676C,74676C,XEM,2570,507996U,A82758,XEM,MAHLE FILTERSYSTEME GMBH,-,,,,-,-,-,QLLDDK,,,
RS4F5WA74676C,74676C,XEM,,508119U,A83045,XEM, MAHLE ELECTRIC DRIVES,-,MONTH,MAP,,DD,-,UPO,QLLDDK,,,
RS4F5WA74676D,74676D,XEM,2570,507996U,QS-10-003544,XEM,MAHLE FILTERSYSTEME GMBH,-,,,,-,-,-,QLLDDK,,,
RS4F5WA74676D,74676D,XEM,,508119U,QS-10-003543,XEM,MAHLE ELECTRIC DRIVERS,-,MONTH,MAP,,DD,-,UPO,QLLDDK,,,
RS4F5WA74716D,74716D,XEM,2570,883553K,A82926,XEM,"INZI COTROLS CO.,LTD.(SAMPLE)",-,,,,-,-,-,QLLDDK,,,
RS4F5WA74716D,74716D,XEM,,884601K,A83020,XEM," INZI   CONTROLS  CO., LTD",-,MONTH,MAP,,TB,-,KRO,QLLDDK,"Subject: Motor outgoing inspection record on January-2025
To: KRO- Ms. We & Ms. Lee
Fr: VDM Inspection section – Ly
I send you the outgoing inspection data to shipment on January-2025.
Please see attached file.
If you have any question, please contact to me.
Thanks and best regard.","KRO/WE HEE SOON(魏希旬) <h.wehs.cqv@mabuchi-motor.com> 
 KRO/LEE HAE IN(李海仁) <h.leehi.urm@mabuchi-motor.com>",8.0
RS4F5WA74792E,74792E,XEM,21100,510420,A85928,XEM,HELLA FAHRZEUGKOMPONENTEN GMBH,-,,,,-,-,-,QLLDDK,,,
RS4F5WA74792E,74792E,XEM,,510990,A86700,XEM,HELLA KGAA HUECK&CO.,-,,,,-,-,-,QLLDDK,,,
RS4F5WA74792E,74792E,XEM,,890608C,A88536,XEM,HELLA (XIAMEN) ELECTRONIC DEVI,-,,,,-,-,-,QLLDDK,,,
RS4F5WA74792F,74792F,XEM,21100,510990,A86482,XEM,HELLA KGAA HUECK & CO.,-,,,,-,-,-,QLLDDK,,,
RS4F5WA74792F,74792F,XEM,,510420,A86470,XEM,HELLA FAHRZEUGKOMPONENTEN GMBH,-,,,,-,-,-,QLLDDK,,,
RS4F5WA74792F,74792F,XEM,,890608C,QS-10-004907,XEM,HELLA (XIAMEN) ELECTRONIC DEVI,-,MONTH,MAP,,DD,-,HELLA,," Subject: Motor outgoing inspection record on January-2025
To: Customer: Hella
Fr: VDM Inspection section – Ly

I send you the outgoing inspection data to shipment on January-2025
Please see attached file.
If you have any question, please contact to me.
Thanks and best regard.",xiaoqin.yuan@hella.com'; MCH-S/CAI XIAO YAN(蔡暁燕) <x.caixi.cyh@mabuchi-motor.com>,8.0
RS4F5WA74792F,74792F,XEM,,888230W,QS-10-000318,XEM," HELLA (XIAMEN) ELECTRONIC DEVICE CO.,LTD",-,,,,-,-,-,-,,,
RS4F5WA74792G,74792G,XEM,21100,510420,A90273,XEM,HELLA FAHRZEUGKOMPONENTEN GMBH,-,,,,-,-,-,,,,
RS4F5WA74792G,74792G,XEM,,510990,A90922,XEM,HELLA KGAA HUECK & CO.,-,,,,-,-,-,,,,
RS4F5WA74792J,74792J,XEM,21100,890608C,A90329,XEM,HELLA (XIAMEN) ELECTRONIC DEVI,-,MONTH,MAP,,DD,-,HELLA,," Subject: Motor outgoing inspection record on January-2025
To: Customer: Hella
Fr: VDM Inspection section – Ly

I send you the outgoing inspection data to shipment on January-2025
Please see attached file.
If you have any question, please contact to me.
Thanks and best regard.",xiaoqin.yuan@hella.com'; MCH-S/CAI XIAO YAN(蔡暁燕) <x.caixi.cyh@mabuchi-motor.com>,8.0
RS4F5WA74792M,74792M,XEM,,890608C,QS-10-003947,XEM,HELLA (XIAMEN) ELECTRONIC DEVI,-,MONTH,MAP,,DD,-,HELLA,," Subject: Motor outgoing inspection record on January-2025
To: Customer: Hella
Fr: VDM Inspection section – Ly

I send you the outgoing inspection data to shipment on January-2025
Please see attached file.
If you have any question, please contact to me.
Thanks and best regard.",xiaoqin.yuan@hella.com'; MCH-S/CAI XIAO YAN(蔡暁燕) <x.caixi.cyh@mabuchi-motor.com>,8.0
RS4F5WA74792N,74792N,XEM,21100,510990,QS-10-003939,XEM,HELLA KGAA HUECK & CO.,-,,,,-,-,-,,,,
RS4F5WA74792P,74792P,XEM,21100,890608C,QS-10-008922,XEM,HELLA (XIAMEN) ELECTRONIC DEVI,-,MONTH,MAP,,DD,-,HELLA,," Subject: Motor outgoing inspection record on January-2025
To: Customer: Hella
Fr: VDM Inspection section – Ly

I send you the outgoing inspection data to shipment on January-2025
Please see attached file.
If you have any question, please contact to me.
Thanks and best regard.",xiaoqin.yuan@hella.com'; MCH-S/CAI XIAO YAN(蔡暁燕) <x.caixi.cyh@mabuchi-motor.com>,8.0
RS4F5WA75548A,75548A,XEM,2570,884056K,A89640,XEM,UNICK CORPORATION,-,MONTH,MAP,,DD,-,KRO,,"Subject: Motor outgoing inspection record on January-2025
To: KRO- Ms. We & Ms. Lee
Fr: VDM Inspection section – Ly
I send you the outgoing inspection data to shipment on January-2025.
Please see attached file.
If you have any question, please contact to me.
Thanks and best regard.","KRO/WE HEE SOON(魏希旬) <h.wehs.cqv@mabuchi-motor.com> 
 KRO/LEE HAE IN(李海仁) <h.leehi.urm@mabuchi-motor.com>",8.0
RS4F5WA75548B,75548B,XEM,2570,884056K,QS-10-001045,XEM,UNICK CORPORATION,-,MONTH,MAP,,DD,-,KRO,,"Subject: Motor outgoing inspection record on January-2025
To: KRO- Ms. We & Ms. Lee
Fr: VDM Inspection section – Ly
I send you the outgoing inspection data to shipment on January-2025.
Please see attached file.
If you have any question, please contact to me.
Thanks and best regard.","KRO/WE HEE SOON(魏希旬) <h.wehs.cqv@mabuchi-motor.com> 
 KRO/LEE HAE IN(李海仁) <h.leehi.urm@mabuchi-motor.com>",8.0
RS4F5WA75142C,75142C,XEM,2570,882100K,A87479,XEM,"KDS CO.,LTD",-,MONTH,MAP,,DD,-,KRO,QLLDDK,"Subject: Motor outgoing inspection record on January-2025
To: KRO- Ms. We & Ms. Lee
Fr: VDM Inspection section – Ly
I send you the outgoing inspection data to shipment on January-2025.
Please see attached file.
If you have any question, please contact to me.
Thanks and best regard.","KRO/WE HEE SOON(魏希旬) <h.wehs.cqv@mabuchi-motor.com> 
 KRO/LEE HAE IN(李海仁) <h.leehi.urm@mabuchi-motor.com>",8.0
RS4F5WA75969A,75969A,XEM,,941252,QS-10-001340,XEM,INZI CONTROLS INDIA LTD,-,MONTH,MAP,,TB,-,SPO,Gửi toàn lót," Subject:  Motor outgoing inspection record on June -2024  ( Sumitronics Thailand )
To: SPO / Ms. Reiko Chin, Tang Chin Tien San
Fr: VDM Inspection section – Ly

I send you the outgoing inspection data to shipment on June -2024.
Please see attached file.
If you have any question, please contact to me.
Thanks and best regard.",SPO/REIKO CHIN <c.reiko.dqk@mabuchi-motor.com>; SPO/TANG CHIN TIEN <c.tangc.mcb@mabuchi-motor.com>,8.0
RS4F5WA75969A,75969A,XEM,,884601K,QS-10-003286,XEM,INZI CONTROLS CO.LTD,-,MONTH,MAP,,DD,-,KRO,,"Subject: Motor outgoing inspection record on January-2025
To: KRO- Ms. We & Ms. Lee
Fr: VDM Inspection section – Ly
I send you the outgoing inspection data to shipment on January-2025.
Please see attached file.
If you have any question, please contact to me.
Thanks and best regard.","KRO/WE HEE SOON(魏希旬) <h.wehs.cqv@mabuchi-motor.com> 
 KRO/LEE HAE IN(李海仁) <h.leehi.urm@mabuchi-motor.com>",8.0
RS4F5WA75969A,75969A,XEM,,951368Q,QS-10-005528,XEM,INZI CONTROLS INDIA LTD,-,,,,-,-,-,-,,,
RS4F5WA76095A,76095A,XEM,,893529C,QS-10-003292,XEM,SHANGHAI FEILONG XINNENGYUAN Q,-,,,,-,-,-,-,,,
RS4F5WA76095A,76095A,XEM,,895854C,QS-10-003960,XEM,"Zhengzhou Feilong Auto Parts Co., Ltd",-,MONTH,MAP,,DD,-,MCH-S (SHO),-,"Subject: Motor outgoing inspection record on January-2025
To: Ms. Peng; Mr.Xia
Fr: VDM Inspection section – Ly

I send you the outgoing inspection data to shipment on January-2025
Please see attached file.
If you have any question, please contact to me.
Thanks and best regard.",j.xiaji.wjd@mabuchi-motor.com /h.pengh.qth@mabuchi-motor.com,8.0
RS4F5WA76099A,76099A,XEM,21100,893529C,QS-10-003310,XEM,SHANGHAI FEILONG XINNENGYUAN Q,-,,,,-,-,-,-,,,
RS4F5WA76099A,76099A,XEM,,895854C,QS-10-005112,XEM,"Zhengzhou Feilong Auto Parts Co., Ltd",-,,,,-,-,-,-,,,
RS4F5WA76144A,76144A,XEM,3045,204172N,QS-10-005877,XEM,GHSP MEXICO SA DE CV,-,,,,-,-,-,-,,,
RS4F5WA76229A,76229A,XEM,2570,896316C,QS-10-006247,XEM,ZHANGJIAGANG KAMTEC,-,,,,-,-,-,-,,,
RS4F5WA76229B,76229B,XEM,2570,896316C,QS-10-006569,XEM,ZHANGJIAGANG KAMTEC,-,,,,-,-,-,-,,,
RS4F5WA76229C,76229C,XEM,2570,896316C,QS-10-007932,XEM,"ZHANGJIAGANG KAMTEC CO.,LTD.",-,,,,-,-,-,AQL,,,
RS4F5WA76293A,76293A,XEM,,884262K,QS-10-006611,XEM,KAMTEC Inc.,-,MONTH,MAP,,DD,-,KRO,,"Subject: Motor outgoing inspection record on January-2025
To: KRO- Ms. We & Ms. Lee
Fr: VDM Inspection section – Ly
I send you the outgoing inspection data to shipment on January-2025.
Please see attached file.
If you have any question, please contact to me.
Thanks and best regard.","KRO/WE HEE SOON(魏希旬) <h.wehs.cqv@mabuchi-motor.com> 
 KRO/LEE HAE IN(李海仁) <h.leehi.urm@mabuchi-motor.com>",8.0
RS4F5WA76293B,76293B,XEM,,884262K,QS-10-009800,XEM,KAMTEC Inc.,-,MONTH,MAP,,DD,-,KRO,,"Subject: Motor outgoing inspection record on January-2025
To: KRO- Ms. We & Ms. Lee
Fr: VDM Inspection section – Ly
I send you the outgoing inspection data to shipment on January-2025.
Please see attached file.
If you have any question, please contact to me.
Thanks and best regard.","KRO/WE HEE SOON(魏希旬) <h.wehs.cqv@mabuchi-motor.com> 
 KRO/LEE HAE IN(李海仁) <h.leehi.urm@mabuchi-motor.com>",8.0
RS4F5WB74214F,74214F,XEM,2475,510990,A82362,XEM,HELLA KGAA HUECK & CO.,-,,,,-,-,-,,,,
RS4F5WB74214F,74214F,XEM,,506188U,A82876,XEM,HELLA  ROMANIA   S.R.L.,-,,,,-,-,-,,,,
RS4F5WB74214J,74214J,XEM,2475,510990,A90681,XEM,HELLA GMBH & CO. KGAA.,-,,,,-,-,-,,,,
RS4F5WB74214G,74214G,XEM,2475,506188U,A86676,XEM,HELLA ROMANIA S.R.L,-,,,,-,-,-,,,,
RS4F5WB74214K,74214K,XEM,2475,510990,QS-10-004148,XEM,HELLA KGAA HUECK & CO.,-,,,,-,-,-,,,,
RS4F5WB74214K,74214K,XEM,,506188U,QS-10-004150,XEM,HELLA ROMANIA S.R.L.,-,,,,-,-,-,,,,
RS4F5WB74486D,74486D,XEM,2290,506188U,A86734,XEM,HELLA ROMANIA S.R.L,-,,,,-,-,-,,,,
RS4F5WB74486F,74486F,XEM,2290,510990,A90682,XEM,HELLA GMBH & CO. KGAA.,-,,,,-,-,-,,,,
RS4F5WB74486G,74486G,XEM,,510990,QS-10-004145,XEM,HELLA KGAA HUECK & CO.,-,,,,-,-,-,,,,
RS4F5WB74486G,74486G,XEM,,506188U,QS-10-004147,XEM,HELLA ROMANIA S.R.L.,-,,,,-,-,-,,,,
RS4F5WB74903C,74903C,XEM,2570,128645T,A84739,XEM,Công ty cổ phần  MIKUNI ,-,,,,-,-,-,,,,
RS4F5WB74903C,74903C,XEM,,128645K,A90417,XEM,Công ty (cổ phần) Mikuni công trường Kikugawa,-,,,,-,-,-,,,,
RS4F5WB75530B,75530B,XEM,2475,508002U,A89214,XEM,HELLA KGAA HUECK& CO.,-,,,,-,-,-,,,,
RS4F5WB75530B,75530B,XEM,,510420,A89543,XEM,HELLA FAHRZEUGKOMPONENTEN GMBH,-,,,,-,-,-,,,,
RS4F5WB75530B,75530B,XEM,,890608C,A89606,XEM,HELLA (XIAMEN) ELECTRONIC DEVI,-,,,,-,-,-,,,,
RS4F5WB75530C,75530C,XEM,2475,508002U,QS-10-001384,XEM,HELLA KGAA HUECK & CO.,-,,,,-,-,-,,,,
RS4F5WB75530C,75530C,XEM,,890608C,QS-10-001383,XEM,HELLA (XIAMEN) ELECTRONIC DEVI,-,MONTH,MAP,,DD,-,HELLA,," Subject: Motor outgoing inspection record on January-2025
To: Customer: Hella
Fr: VDM Inspection section – Ly

I send you the outgoing inspection data to shipment on January-2025
Please see attached file.
If you have any question, please contact to me.
Thanks and best regard.",xiaoqin.yuan@hella.com'; MCH-S/CAI XIAO YAN(蔡暁燕) <x.caixi.cyh@mabuchi-motor.com>,8.0
RS4F5WB75530C,75530C,XEM,,510420,QS-10-001382,XEM,HELLA FAHRZEUGKOMPONENTEN GMBH,-,,,,-,-,-,,,,
RS4F5WB75530E,75530E,XEM,2475,508002U,QS-10-004196,XEM,HELLA KGAA HUECK & CO.,-,,,,-,-,-,,,,
RS4F5WB75530E,75530E,XEM,,890608C,QS-10-004197,XEM,HELLA (XIAMEN) ELECTRONIC DEVI,-,MONTH,MAP,,DD,-,HELLA,," Subject: Motor outgoing inspection record on January-2025
To: Customer: Hella
Fr: VDM Inspection section – Ly

I send you the outgoing inspection data to shipment on January-2025
Please see attached file.
If you have any question, please contact to me.
Thanks and best regard.",xiaoqin.yuan@hella.com'; MCH-S/CAI XIAO YAN(蔡暁燕) <x.caixi.cyh@mabuchi-motor.com>,8.0
RS4F5WB75530E,75530E,XEM,,510420,QS-10-004848,XEM,HELLA FAHRZEUGKOMPONENTEN GMBH,-,,,,-,-,-,,,,
RS4F5WB75530G,75530G,XEM,2475,890608C,QS-10-008589,XEM,"HELLA (XIAMEN) ELECTRONIC DEVICE CO., LTD.",-,MONTH,MAP,,DD,-,HELLA,," Subject: Motor outgoing inspection record on January-2025
To: Customer: Hella
Fr: VDM Inspection section – Ly

I send you the outgoing inspection data to shipment on January-2025
Please see attached file.
If you have any question, please contact to me.
Thanks and best regard.",xiaoqin.yuan@hella.com'; MCH-S/CAI XIAO YAN(蔡暁燕) <x.caixi.cyh@mabuchi-motor.com>,8.0
RS4G5WB74643C,74643C,XEM,2663,507996U,A82592,XEM,MAHLE FILTERSYSTEME GMBH,-,,,,-,-,-,,,,
RS4G5WB74643C,74643C,XEM,,508119U,A82766,XEM,MAHLE ELECTRIC DRIES,-,MONTH,MAP,,DD,-,UPO,,,,
RS4G5WB74643C,74643C,XEM,,885772C,QS-10-010116,XEM,MAHLE ELECTRIC DRIVES (TAICANG),-,MONTH,MAP,,DD,-,MCH-S (SHO),,"Subject: Motor outgoing inspection record on January-2025
To: Ms. Zheng Li, Mr. Xia Jia
Fr: VDM Inspection section – Ly

I send you the outgoing inspection data to shipment on January-2025
Please see attached file.
If you have any question, please contact to me.
Thanks and best regard.","MCH-S/XIA JIA(夏佳) <j.xiaji.wjd@mabuchi-motor.com>; 
MCH-S/ZHENG LI(鄭麗) <l.zheng.vrj@mabuchi-motor.com>",8.0
RS4G5WB76309A,76309A,XEM,,884601K,QS-10-007266,XEM,INZI CONTROLS CO.	LTD.,-,MONTH,MAP,,TB,-,KRO,,"Subject: Motor outgoing inspection record on January-2025
To: KRO- Ms. We & Ms. Lee
Fr: VDM Inspection section – Ly
I send you the outgoing inspection data to shipment on January-2025.
Please see attached file.
If you have any question, please contact to me.
Thanks and best regard.","KRO/WE HEE SOON(魏希旬) <h.wehs.cqv@mabuchi-motor.com> 
 KRO/LEE HAE IN(李海仁) <h.leehi.urm@mabuchi-motor.com>",8.0
RS4G5WB76332A,76332A,XEM,2855,884296K,QS-10-007241,XEM,KORENS INC,-,MONTH,MAP,,DD,-,KRO,,"Subject: Motor outgoing inspection record on January-2025
To: KRO- Ms. We & Ms. Lee
Fr: VDM Inspection section – Ly
I send you the outgoing inspection data to shipment on January-2025.
Please see attached file.
If you have any question, please contact to me.
Thanks and best regard.","KRO/WE HEE SOON(魏希旬) <h.wehs.cqv@mabuchi-motor.com> 
 KRO/LEE HAE IN(李海仁) <h.leehi.urm@mabuchi-motor.com>",8.0
RS557PB76522A,76522A,XEM,5418,510404,QS-10-010014,XEM,OECHSLER AG,-,,,,-,-,-,-,,,
RS557VA76376C,76376C,XEM,,192005,QS-10-008726,XEM,"ADVICS CO., LTD.",-,,,,-,-,-,-,,,
RS557VA76376C,76376C,XEM,,192013,QS-10-009666,XEM,"AS BRAKE SYSTEMS, INC.",-,,,,-,-,-,-,,,
RS557VB76528A,76528A,XEM,,510404,QS-10-010216,XEM,OECHSLER AG,-,,,,-,-,-,,,,
RS557VB76528A,76528A,XEM,,883504C,QS-10-010484,XEM,"OECHSLER PLASTIC PRODUCTS(TAICANG)CO.,LTD",-,MONTH,MAP,,TB,-,MCH-S (SHO),,"Subject: Motor outgoing inspection record on January-2025  (  OECHSLER Customer )
To:  MCH-S / Ms. 董恵静
Fr: VDM Inspection section – Ly

I send you the outgoing inspection data to shipment on January-2025.
Please see attached file.
If you have any question, please contact to me.
Thanks and best regard.",MCH-S/DONG HUIJING(董恵静) <h.dongh.cmb@mabuchi-motor.com>,8.0
RS645VA44867G,44867G,XEM,24135,860064V,A81112,XEM,BROTHER INDUSTRIES HANOI,-,WEEK,GROUP SESSION,"List excel
File data PDF 
(Nhập SLSX vào file data PDF+ ko nén file)",DD,-,BROTHER,," Subject:  Brother Việt Nam Motor Outgoing Inspection Record  (ETD 06.01.2025)
Dear BIVN  Ms. Trang, Ms. Hà, Ms. Thủy
Liên quan đến trình xuất dữ liệu kiểm tra xuất hàng. Xin được gửi dữ liệu của lô hàng xuất kho ngày 06/01/2025. 
Chi tiết dữ liệu tham khảo file đính kèm
(Đối với những lót dữ liệu đã gửi, lần này không tái gửi lại)
Cần bổ sung gì xin hãy liên lạc lại. 
--- Xin hết ---
Thanks and Best regards!
VDM Inspection Section Ly (Ms)","vuthithu.trang2@brother-bivn.com.vn'
'NguyenThi.Thuy3@brother-bivn.com.vn'; 'PhamThi.Ha@brother-bivn.com.vn'; VDM/THU NGUYEN THI MINH <n.thung.ehu@mabuchi-motor.com>; VDM/VU TRAN THE <t.vutra.bte@mabuchi-motor.com>",8.0
RS645VA45315B,45315B,XEM,24135,957258S,A72205,XEM,CANON HI-TECH THAILAND (RA),QK2-0234,MONTH,MAP,,TB,M,SPO & CANON THAI,Gửi toàn lót,,,
RS645VA45315B,45315B,XEM,,957217S,A72231,XEM,CANON HI-TECH (THAILAND) LTD,QK2-0234,MONTH,MAP,,TB,M,CANON THAI,Gửi toàn lót,"Subject: CANON THAILAND Motor outgoing inspection record on January -2025 
To: THO- MS.RUNGSUNEE TIANGNGA; MS. THANATHAPORN EKKAPAN
     : CANON THAILAND CUSTOMER
Fr: VDM Inspection section –Ly
I send you the outgoing data in shipment on January-2025
Please see attached file.
If you have any question , please contact to me.
Thanks and best regard.","THO/RUNGSUNEE TIANGNGA <t.rungsunee.wbq@mabuchi-motor.com>; THO/THANATHAPORN EKKAPAN <e.thanathaporn.kfd@mabuchi-motor.com>; 
'ketsanee@mail.canon'; 'chairat809@mail.canon'; 'arunsri@mail.canon'; 'pisamai@mail.canon'; 'boonsong@mail.canon'; 'thana567@mail.canon'; 'pitiphak@mail.canon'; 'phakphum@mail.canon'; 'wilasinee694@mail.canon'; 'kewalin@mail.canon'; 'vasana@mail.canon'; 'punnarat@mail.canon'; 'kannika489@mail.canon'; 'supasak@mail.canon'; 'nopadol@mail.canon'; 'kanphasit186@mail.canon'; 'peerapong@mail.canon'",3.5
RS645VA45315B,45315B,XEM,,951103E,A86519,XEM,CANON HI-TECH(THAILAND) LTD,QK2-0234,MONTH,MAP,,TB,M,CANON THAI,Gửi toàn lót,"Subject: CANON THAILAND Motor outgoing inspection record on January -2025 
To: THO- MS.RUNGSUNEE TIANGNGA; MS. THANATHAPORN EKKAPAN
     : CANON THAILAND CUSTOMER
Fr: VDM Inspection section –Ly
I send you the outgoing data in shipment on January-2025
Please see attached file.
If you have any question , please contact to me.
Thanks and best regard.","THO/RUNGSUNEE TIANGNGA <t.rungsunee.wbq@mabuchi-motor.com>; THO/THANATHAPORN EKKAPAN <e.thanathaporn.kfd@mabuchi-motor.com>; 
'ketsanee@mail.canon'; 'chairat809@mail.canon'; 'arunsri@mail.canon'; 'pisamai@mail.canon'; 'boonsong@mail.canon'; 'thana567@mail.canon'; 'pitiphak@mail.canon'; 'phakphum@mail.canon'; 'wilasinee694@mail.canon'; 'kewalin@mail.canon'; 'vasana@mail.canon'; 'punnarat@mail.canon'; 'kannika489@mail.canon'; 'supasak@mail.canon'; 'nopadol@mail.canon'; 'kanphasit186@mail.canon'; 'peerapong@mail.canon'",3.5
RS645VA45315B,45315B,XEM,,860072V,A88617,XEM,CANON VIETNAM CO.LTD,QK2-0234,WEEK,GROUP SESSION,"List excel
File data PDF 
(Nhập SLSX vào file data PDF+ lưu tên file theo yêu cầu KH)",TB,M,CANON VN,Gửi toàn lót,"Subject: Canon Vietnam (860072V) Motor Outgoing Inspection Record  (ETD 2025.02.17- ETA 2025.02.19) 
To ：CVN Ms Lan , Ms Thuy; Ms Duong, Ms huong, Ms Ngoc, Ms Thuy, Ms Ha; Ms Yen; Ms Nga
        VDM  Mr Vu
Fr ：VDM Inspection Section Lý (Ms)

Liên quan đến trình xuất dữ liệu kiểm tra xuất hàng. Xin được gửi dữ liệu của lô hàng xuất kho ngày 2025.02.17. Chi tiết dữ liệu tham khảo file đính kèm. (Đối với những lót dữ liệu đã gửi theo lệnh xuất hàng lần trước, lần này xuất hàng tiếp không tái gửi lại dữ liệu)
Cần bổ sung gì xin hãy liên lạc lại. ","huong.dang@mail.canon'; 'thuy.trieu@mail.canon'; 'lan.nguyen181@mail.canon'; 'ngoc.nguyen432@mail.canon';
 'avp_tl-idms@mail.canon'; 'yen.nguyen599@mail.canon'; 'avp_ts-idms@mail.canon'; VDM/VU TRAN THE <t.vutra.bte@mabuchi-motor.com>; VDM/VU TRUONG TAN <t.vutru.unt@mabuchi-motor.com>; 'thuy.nguyen242@mail.canon'; 'ha.giap@mail.canon'; 'nga.nguyen290@mail.canon'",3.5
RS645VA45315B,45315B,XEM,,951087E,QS-10-011307,XEM,CANON HI-TECH THAILAND,QK2-0234,MONTH,MAP,,TB,M,CANON THAI,,"Subject: CANON THAILAND Motor outgoing inspection record on January -2025 
To: THO- MS.RUNGSUNEE TIANGNGA; MS. THANATHAPORN EKKAPAN
     : CANON THAILAND CUSTOMER
Fr: VDM Inspection section –Ly
I send you the outgoing data in shipment on January-2025
Please see attached file.
If you have any question , please contact to me.
Thanks and best regard.","THO/RUNGSUNEE TIANGNGA <t.rungsunee.wbq@mabuchi-motor.com>; THO/THANATHAPORN EKKAPAN <e.thanathaporn.kfd@mabuchi-motor.com>; 
'ketsanee@mail.canon'; 'chairat809@mail.canon'; 'arunsri@mail.canon'; 'pisamai@mail.canon'; 'boonsong@mail.canon'; 'thana567@mail.canon'; 'pitiphak@mail.canon'; 'phakphum@mail.canon'; 'wilasinee694@mail.canon'; 'kewalin@mail.canon'; 'vasana@mail.canon'; 'punnarat@mail.canon'; 'kannika489@mail.canon'; 'supasak@mail.canon'; 'nopadol@mail.canon'; 'kanphasit186@mail.canon'; 'peerapong@mail.canon'",3.5
RS645VA45434C,45434C,XEM,3252,860189V,A74296,XEM,"BROTHER INDUSTRIES SAIGON, LTD",-,WEEK,GROUP SESSION,,DD,-,BROTHER SAI GON,,"Subject: GUI DU LIEU KIEM TRA MA HANG RS645VA-45434C ( BROTHER INDUSTRIES SAIGON, LTD)
Dear Ms.Giang, Ms. Nhàn. Ms. Thư

Em xin gửi dữ liệu kiểm tra xuất hàng ETD 04.07.2024 nhé. Chị tham khảo ở file đính kèm giúp.

Em cảm ơn!","VDM/GIANG TRAN LE HOAI <t.giang.urt@mabuchi-motor.com>; 
VDM/THU NGUYEN THI MINH <n.thung.ehu@mabuchi-motor.com>
VDM/NHAN NGUYEN THI THANH <n.nhann.xdv@mabuchi-motor.com>; 
VDM/VU TRAN THE <t.vutra.bte@mabuchi-motor.com>",8.0
RS645VA45447D,45447D,XEM,35140,860064V,A81122,XEM,BROTHER INDUSTRIES HANOI,-,WEEK,GROUP SESSION,"List excel
File data PDF 
(Nhập SLSX vào file data PDF+ ko nén file)",DD,-,BROTHER,," Subject:  Brother Việt Nam Motor Outgoing Inspection Record  (ETD 06.01.2025)
Dear BIVN  Ms. Trang, Ms. Hà, Ms. Thủy
Liên quan đến trình xuất dữ liệu kiểm tra xuất hàng. Xin được gửi dữ liệu của lô hàng xuất kho ngày 06/01/2025. 
Chi tiết dữ liệu tham khảo file đính kèm
(Đối với những lót dữ liệu đã gửi, lần này không tái gửi lại)
Cần bổ sung gì xin hãy liên lạc lại. 
--- Xin hết ---
Thanks and Best regards!
VDM Inspection Section Ly (Ms)","vuthithu.trang2@brother-bivn.com.vn'
'NguyenThi.Thuy3@brother-bivn.com.vn'; 'PhamThi.Ha@brother-bivn.com.vn'; VDM/THU NGUYEN THI MINH <n.thung.ehu@mabuchi-motor.com>; VDM/VU TRAN THE <t.vutra.bte@mabuchi-motor.com>",8.0
RS645VA45521C,45521C,XEM,2285,109520,A85458,XEM,Công ty cổ phần Canon Finetech Niska,-,,,,-,-,-,,,,
RS645VA45841C,45841C,XEM,24135,957258S,A77376,XEM,CANON HI-TECH THAILAND (RA),QK2-1295,MONTH,MAP,,TB,M,SPO & CANON THAI,Gửi toàn lót,,,
RS645VA45841C,45841C,XEM,,957217S,A77902,XEM,CANON HI-TECH (THAILAND) LTD,QK2-1295,MONTH,MAP,,TB,M,CANON THAI,Gửi toàn lót,"Subject: CANON THAILAND Motor outgoing inspection record on January -2025 
To: THO- MS.RUNGSUNEE TIANGNGA; MS. THANATHAPORN EKKAPAN
     : CANON THAILAND CUSTOMER
Fr: VDM Inspection section –Ly
I send you the outgoing data in shipment on January-2025
Please see attached file.
If you have any question , please contact to me.
Thanks and best regard.","THO/RUNGSUNEE TIANGNGA <t.rungsunee.wbq@mabuchi-motor.com>; THO/THANATHAPORN EKKAPAN <e.thanathaporn.kfd@mabuchi-motor.com>; 
'ketsanee@mail.canon'; 'chairat809@mail.canon'; 'arunsri@mail.canon'; 'pisamai@mail.canon'; 'boonsong@mail.canon'; 'thana567@mail.canon'; 'pitiphak@mail.canon'; 'phakphum@mail.canon'; 'wilasinee694@mail.canon'; 'kewalin@mail.canon'; 'vasana@mail.canon'; 'punnarat@mail.canon'; 'kannika489@mail.canon'; 'supasak@mail.canon'; 'nopadol@mail.canon'; 'kanphasit186@mail.canon'; 'peerapong@mail.canon'",3.5
